City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
229,Cagmanaba,13.055,123.2971,78.76,75,91,6.08,PH,2021-10-30 21:08:59,overcast clouds
230,Kosh-Agach,50.0,88.6667,21.92,76,100,3.2,RU,2021-10-30 21:08:59,overcast clouds
231,Dingle,10.9995,122.6711,74.57,91,98,8.23,PH,2021-10-30 21:09:00,overcast clouds
232,Katherine,-14.4667,132.2667,80.92,74,40,2.3,AU,2021-10-30 21:09:00,scattered clouds
233,Na Wa,17.4897,104.1006,70.72,91,19,4.12,TH,2021-10-30 21:09:01,few clouds
234,Suclayin,15.7568,121.5503,74.25,91,76,3.31,PH,2021-10-30 21:09:01,broken clouds
235,Severo-Yeniseyskiy,60.3725,93.0408,14.65,83,100,13.15,RU,2021-10-30 21:09:02,overcast clouds
236,Bantry,51.6833,-9.45,51.28,95,100,21.99,IE,2021-10-30 21:09:02,moderate rain
237,Katobu,-4.9408,122.5276,74.43,94,79,1.72,ID,2021-10-30 21:09:03,broken clouds
238,Mtambile,-5.3833,39.7,77.43,80,44,9.28,TZ,2021-10-30 21:09:03,scattered clouds
239,Najran,17.4924,44.1277,65.86,49,28,3.62,SA,2021-10-30 21:09:03,scattered clouds
240,Czersk,53.7959,17.9765,48.54,57,36,12.15,PL,2021-10-30 21:09:04,scattered clouds
241,Marakkanam,12.2,79.95,79.72,86,100,9.08,IN,2021-10-30 21:09:04,moderate rain
242,Sao Joao Da Barra,-21.6403,-41.0511,71.69,89,100,12.08,BR,2021-10-30 21:09:05,overcast clouds
243,Norman Wells,65.282,-126.8329,19.44,93,90,4.61,CA,2021-10-30 21:00:24,fog
244,Upernavik,72.7868,-56.1549,27.01,57,100,6.51,GL,2021-10-30 20:58:37,overcast clouds
245,Broome,42.2506,-75.833,57.16,77,90,4.0,US,2021-10-30 21:09:05,overcast clouds
246,Kutum,14.2,24.6667,75.49,16,10,10.71,SD,2021-10-30 21:09:06,clear sky
247,Vangaindrano,-23.35,47.6,69.75,85,100,3.27,MG,2021-10-30 21:09:06,light rain
248,Clyde River,70.4692,-68.5914,30.43,97,100,13.53,CA,2021-10-30 21:09:06,snow
249,Anuradhapura,8.3565,80.4173,74.37,95,100,2.91,LK,2021-10-30 21:09:07,light rain
250,Bandarbeyla,9.4942,50.8122,78.42,79,80,12.59,SO,2021-10-30 21:09:07,light rain
251,Comodoro Rivadavia,-45.8667,-67.5,51.66,58,20,6.91,AR,2021-10-30 21:09:08,few clouds
252,Makambako,-8.8453,34.823,61.52,87,74,10.74,TZ,2021-10-30 21:09:08,broken clouds
253,Kupang,-10.1667,123.5833,79.45,82,100,4.59,ID,2021-10-30 21:09:08,overcast clouds
254,Norwich,52.6278,1.2983,49.93,86,74,1.99,GB,2021-10-30 21:09:09,broken clouds
255,Touros,-5.1989,-35.4608,81.5,77,66,18.03,BR,2021-10-30 21:09:09,broken clouds
256,Beyla,8.6833,-8.6333,70.41,86,91,1.07,GN,2021-10-30 21:09:10,overcast clouds
257,Menongue,-14.6585,17.691,69.89,69,92,6.76,AO,2021-10-30 21:09:10,light rain
258,Znamenka,52.4167,41.4311,41.77,87,12,7.02,RU,2021-10-30 21:09:10,few clouds
259,Rocha,-34.4833,-54.3333,70.21,80,100,9.53,UY,2021-10-30 21:07:26,overcast clouds
260,Rongcheng,30.634,117.8517,55.92,75,65,2.93,CN,2021-10-30 21:09:11,light rain
261,Manokwari,-0.8667,134.0833,78.37,73,77,3.24,ID,2021-10-30 21:09:11,broken clouds
262,Itarema,-2.9248,-39.9167,80.55,74,26,12.24,BR,2021-10-30 21:09:12,scattered clouds
263,Srednekolymsk,67.45,153.6833,-9.81,99,100,5.32,RU,2021-10-30 21:09:12,overcast clouds
264,Saint-Louis,16.3333,-15.0,87.91,33,85,14.83,SN,2021-10-30 21:09:13,overcast clouds
265,Turgoyak,55.15,60.1183,39.11,96,100,11.65,RU,2021-10-30 21:09:13,overcast clouds
266,Ostrovnoy,68.0531,39.5131,33.96,94,100,10.38,RU,2021-10-30 21:09:14,overcast clouds
267,Lucenec,48.3325,19.6671,45.61,65,4,3.53,SK,2021-10-30 21:09:14,clear sky
268,Guerrero Negro,27.9769,-114.0611,75.4,51,0,11.5,MX,2021-10-30 21:09:14,clear sky
269,Morgan City,29.6994,-91.2068,71.01,54,0,10.56,US,2021-10-30 21:09:15,clear sky
270,Asfi,32.2994,-9.2372,65.5,85,8,1.92,MA,2021-10-30 21:09:15,clear sky
271,Oistins,13.0667,-59.5333,82.49,69,40,13.8,BB,2021-10-30 21:08:34,scattered clouds
272,Tiksi,71.6872,128.8694,-0.63,95,96,8.37,RU,2021-10-30 21:09:16,overcast clouds
273,Viedma,-40.8135,-62.9967,55.17,60,87,26.28,AR,2021-10-30 21:09:16,overcast clouds
274,Lopatino,52.6195,45.8118,41.86,95,12,8.7,RU,2021-10-30 21:09:17,few clouds
275,Marzuq,14.4,46.4667,74.26,56,95,3.87,YE,2021-10-30 21:09:17,overcast clouds
276,Malakal,9.5334,31.6605,79.05,61,62,1.57,SS,2021-10-30 21:09:18,broken clouds
277,Morehead,37.2711,-87.1764,55.94,95,90,3.0,US,2021-10-30 21:09:18,overcast clouds
278,Pedasi,7.5333,-80.0333,79.34,82,99,10.27,PA,2021-10-30 21:09:18,overcast clouds
279,Alice Springs,-23.7,133.8833,62.15,67,90,0.0,AU,2021-10-30 21:09:19,overcast clouds
280,Lundazi,-12.2929,33.1782,71.49,24,10,6.91,ZM,2021-10-30 21:09:19,clear sky
281,Lufilufi,-13.8745,-171.5986,83.79,74,99,15.95,WS,2021-10-30 21:09:20,overcast clouds
282,Almunecar,36.7339,-3.6907,74.88,88,39,11.68,ES,2021-10-30 21:09:20,scattered clouds
283,Toamasina,-18.1667,49.3833,73.06,86,79,2.62,MG,2021-10-30 21:09:20,light rain
284,Linkou,45.3,130.2833,36.97,66,100,4.12,CN,2021-10-30 21:09:21,overcast clouds
285,Rottingdean,50.8098,-0.0594,54.82,86,64,18.79,GB,2021-10-30 21:09:21,broken clouds
286,Serang,-6.1149,106.1502,78.57,89,99,3.09,ID,2021-10-30 21:09:22,overcast clouds
287,Tura,25.5198,90.2201,63.68,66,0,3.31,IN,2021-10-30 21:08:32,clear sky
288,Talnakh,69.4865,88.3972,13.21,96,100,4.88,RU,2021-10-30 21:09:22,light snow
289,Oussouye,12.485,-16.5469,74.08,90,100,4.25,SN,2021-10-30 21:09:23,light rain
290,Datong,40.0936,113.2914,37.6,57,3,9.93,CN,2021-10-30 21:09:24,clear sky
291,Paamiut,61.994,-49.6678,32.23,78,100,13.82,GL,2021-10-30 21:09:24,overcast clouds
292,Constitucion,-35.3333,-72.4167,63.86,64,100,14.12,CL,2021-10-30 21:09:24,overcast clouds
293,Qinhuangdao,39.9317,119.5883,50.5,80,46,13.31,CN,2021-10-30 21:09:25,scattered clouds
294,Soyo,-6.1349,12.3689,77.63,85,93,10.83,AO,2021-10-30 21:09:25,overcast clouds
295,Mercedes,-34.6515,-59.4307,90.52,30,3,12.66,AR,2021-10-30 21:09:26,clear sky
296,Mangochi,-14.4782,35.2645,77.85,37,0,3.06,MW,2021-10-30 21:09:26,clear sky
297,Road Town,18.4167,-64.6167,84.24,61,20,6.91,VG,2021-10-30 21:09:26,few clouds
298,Ahar,38.4774,47.0699,45.55,91,92,2.19,IR,2021-10-30 21:09:27,overcast clouds
299,Sept-Iles,50.2001,-66.3821,46.06,88,43,1.01,CA,2021-10-30 21:09:27,scattered clouds
300,Athabasca,54.7169,-113.2854,40.26,33,0,14.92,CA,2021-10-30 21:04:38,clear sky
301,Kibondo,-3.5864,30.7203,65.43,65,78,2.98,TZ,2021-10-30 21:09:15,broken clouds
302,Yekaterinovka,52.0508,44.3451,40.8,87,7,8.1,RU,2021-10-30 21:09:28,clear sky
303,Hami,42.8,93.45,50.56,43,100,3.29,CN,2021-10-30 21:09:28,overcast clouds
304,Ballina,-28.8667,153.5667,61.79,97,93,23.78,AU,2021-10-30 21:07:12,overcast clouds
305,Namatanai,-3.6667,152.4333,81.7,77,94,7.07,PG,2021-10-30 21:09:29,overcast clouds
306,Buala,-8.145,159.5921,82.71,76,88,9.98,SB,2021-10-30 21:09:29,light rain
307,Mahon,39.8885,4.2658,70.36,94,75,5.75,ES,2021-10-30 21:09:29,broken clouds
308,Muscat,23.6139,58.5922,81.91,47,2,5.59,OM,2021-10-30 21:09:30,clear sky
309,Araguacu,-12.9306,-49.8264,87.03,45,82,4.5,BR,2021-10-30 21:09:30,moderate rain
310,Avera,33.194,-82.5271,61.72,67,100,14.56,US,2021-10-30 21:09:31,overcast clouds
311,Daniel Flores,9.3355,-83.6694,77.77,94,98,2.53,CR,2021-10-30 21:09:31,overcast clouds
312,Praia Da Vitoria,38.7333,-27.0667,70.75,88,100,12.64,PT,2021-10-30 21:09:32,overcast clouds
313,Anderson,34.5334,-82.6499,62.15,83,90,1.99,US,2021-10-30 21:09:32,light rain
314,Vila Franca Do Campo,37.7167,-25.4333,73.2,93,100,16.06,PT,2021-10-30 21:09:32,overcast clouds
315,Berlevag,70.8578,29.0864,38.89,72,97,4.36,NO,2021-10-30 21:09:33,overcast clouds
316,Shimoda,34.6667,138.95,58.1,74,100,8.19,JP,2021-10-30 21:09:34,overcast clouds
317,Katsuura,35.1333,140.3,58.1,69,100,4.16,JP,2021-10-30 21:09:34,overcast clouds
318,Garhakota,23.7667,79.15,62.71,52,3,3.29,IN,2021-10-30 21:09:35,clear sky
319,Koscian,52.0883,16.6487,56.32,54,3,13.73,PL,2021-10-30 21:09:35,clear sky
320,Pouembout,-21.1333,164.9,77.43,63,2,2.17,NC,2021-10-30 21:09:36,clear sky
321,Mehamn,71.0357,27.8492,38.7,76,92,6.33,NO,2021-10-30 21:09:37,overcast clouds
322,Kandrian,-6.2167,149.55,78.28,88,82,4.85,PG,2021-10-30 21:09:37,moderate rain
323,Hawick,55.4227,-2.7867,45.9,95,15,7.83,GB,2021-10-30 21:09:38,few clouds
324,Hendersonville,36.3048,-86.62,56.19,94,100,3.0,US,2021-10-30 21:09:38,overcast clouds
325,Mormugao,15.4,73.8,79.88,76,99,3.44,IN,2021-10-30 21:09:38,overcast clouds
326,Esna,25.2934,32.554,83.77,24,95,6.11,EG,2021-10-30 21:09:39,overcast clouds
327,Wakkanai,45.4094,141.6739,54.01,73,100,15.86,JP,2021-10-30 21:09:39,overcast clouds
328,Leningradskiy,69.3833,178.4167,-1.48,96,99,6.33,RU,2021-10-30 21:06:57,overcast clouds
329,Nantucket,41.2835,-70.0995,62.96,89,90,21.85,US,2021-10-30 21:09:40,overcast clouds
330,Ruangwa,-10.0667,38.9333,69.46,91,1,3.96,TZ,2021-10-30 21:09:41,clear sky
331,Mount Isa,-20.7333,139.5,74.97,25,40,12.66,AU,2021-10-30 21:09:41,scattered clouds
332,Nanortalik,60.1432,-45.2371,34.38,73,46,2.89,GL,2021-10-30 21:09:41,scattered clouds
333,Maracas,-13.4411,-40.4308,69.58,72,46,8.48,BR,2021-10-30 21:09:42,scattered clouds
334,Nsoko,-27.0333,31.95,64.58,69,100,3.44,SZ,2021-10-30 21:09:42,overcast clouds
335,Pyu,18.4833,96.4333,72.93,98,100,1.99,MM,2021-10-30 21:09:43,overcast clouds
336,Sabha,27.0377,14.4283,70.45,27,3,3.51,LY,2021-10-30 21:09:43,clear sky
337,Lukulu,-14.3707,23.242,76.26,50,45,1.59,ZM,2021-10-30 21:09:43,scattered clouds
338,Shenxian,36.2411,115.6672,56.48,76,100,3.24,CN,2021-10-30 21:09:44,overcast clouds
339,College Station,30.628,-96.3344,78.12,24,1,0.0,US,2021-10-30 21:08:03,clear sky
340,Kimberley,-28.7323,24.7623,65.21,36,0,7.56,ZA,2021-10-30 21:08:01,clear sky
341,Port Lincoln,-34.7333,135.8667,54.59,74,0,9.44,AU,2021-10-30 21:09:45,clear sky
342,Mehran,33.1222,46.1646,81.68,27,95,8.43,IR,2021-10-30 21:09:45,overcast clouds
343,Iranshahr,27.2025,60.6848,74.19,24,2,2.3,IR,2021-10-30 21:09:46,clear sky
344,Caxito,-8.5785,13.6643,76.8,83,95,4.7,AO,2021-10-30 21:09:46,overcast clouds
345,Aklavik,68.2191,-135.0107,17.6,86,40,3.44,CA,2021-10-30 21:09:46,scattered clouds
346,Ongandjera,-17.8833,15.0667,80.71,18,21,17.65,NA,2021-10-30 21:09:47,few clouds
347,Vostok,46.4856,135.8833,32.95,83,100,1.16,RU,2021-10-30 21:09:47,overcast clouds
348,Bernburg,51.8,11.7333,54.0,58,98,14.5,DE,2021-10-30 21:09:48,overcast clouds
349,Tautira,-17.7333,-149.15,82.42,76,41,16.62,PF,2021-10-30 21:09:48,light rain
350,Kollam,8.8833,76.6,78.67,90,100,5.1,IN,2021-10-30 21:09:48,light rain
351,Rosarito,32.3333,-117.0333,79.93,72,41,7.72,MX,2021-10-30 21:05:59,scattered clouds
352,Hay River,60.8156,-115.7999,34.07,63,16,10.56,CA,2021-10-30 21:09:49,few clouds
353,Princeton,25.5384,-80.4089,83.01,56,40,16.11,US,2021-10-30 21:06:00,scattered clouds
354,Abu Samrah,35.3029,37.1841,68.09,44,73,5.23,SY,2021-10-30 21:09:50,broken clouds
355,Pandan,14.0453,124.1694,79.72,75,100,13.8,PH,2021-10-30 21:09:50,overcast clouds
356,Suntar,62.1444,117.6319,26.64,86,100,8.43,RU,2021-10-30 21:09:51,overcast clouds
357,Bethalto,38.9092,-90.0407,62.94,81,75,3.0,US,2021-10-30 21:09:51,broken clouds
358,Husavik,66.0449,-17.3389,39.24,90,100,17.54,IS,2021-10-30 21:08:34,overcast clouds
359,Muros,42.7762,-9.0603,64.24,89,100,12.73,ES,2021-10-30 21:09:52,overcast clouds
360,Pori,61.4833,21.7833,48.27,87,90,4.61,FI,2021-10-30 21:09:52,overcast clouds
361,Northam,51.0333,-4.2167,55.02,92,45,12.08,GB,2021-10-30 21:09:53,scattered clouds
362,Ambunti,-4.2365,142.8448,74.7,98,98,0.94,PG,2021-10-30 21:09:53,overcast clouds
363,Karratha,-20.7377,116.8463,72.07,70,0,4.85,AU,2021-10-30 21:09:54,clear sky
364,Walvis Bay,-22.9575,14.5053,57.09,88,1,6.51,NA,2021-10-30 21:09:54,clear sky
365,Saint-Pierre,-21.3393,55.4781,71.24,78,0,6.91,RE,2021-10-30 21:09:55,clear sky
366,Biltine,14.5333,20.9167,84.43,15,87,7.2,TD,2021-10-30 21:09:56,overcast clouds
367,Kiruna,67.8557,20.2251,29.32,100,75,2.3,SE,2021-10-30 21:09:56,snow
368,Autun,46.95,4.3,57.9,98,92,3.76,FR,2021-10-30 21:09:57,overcast clouds
369,Semnan,35.5729,53.3971,57.63,59,34,4.56,IR,2021-10-30 21:09:58,scattered clouds
370,Geraldton,-28.7667,114.6,52.21,82,0,9.22,AU,2021-10-30 21:09:58,clear sky
371,Dunedin,-45.8742,170.5036,59.81,90,50,11.01,NZ,2021-10-30 21:09:24,scattered clouds
372,Polunochnoye,60.8697,60.4153,14.43,98,73,2.39,RU,2021-10-30 21:10:00,broken clouds
373,Ndola,-12.9587,28.6366,73.62,34,93,4.81,ZM,2021-10-30 21:10:01,overcast clouds
374,Dolores,-36.3132,-57.6792,76.24,65,0,10.85,AR,2021-10-30 21:06:38,clear sky
375,Aleksandrov Gay,50.147,48.5704,42.33,68,25,8.41,RU,2021-10-30 21:10:02,scattered clouds
376,Roma,43.2128,-75.4557,56.66,84,90,9.22,US,2021-10-30 21:10:03,overcast clouds
377,Portland,45.5234,-122.6762,63.23,40,20,5.99,US,2021-10-30 21:05:07,few clouds
378,Pahrump,36.2083,-115.9839,82.94,21,31,7.0,US,2021-10-30 21:10:04,scattered clouds
379,Murdochville,48.9583,-65.5006,41.47,60,69,3.11,CA,2021-10-30 21:10:05,broken clouds
380,Pakxan,18.3778,103.6601,70.38,95,44,3.06,LA,2021-10-30 21:10:05,scattered clouds
381,High Level,58.5169,-117.136,37.47,46,0,6.11,CA,2021-10-30 21:10:06,clear sky
382,Beira,-19.8436,34.8389,75.29,73,20,10.36,MZ,2021-10-30 21:08:33,few clouds
383,Sorong,-0.8833,131.25,78.04,86,46,5.7,ID,2021-10-30 21:10:07,scattered clouds
384,Hovd,48.0056,91.6419,34.48,50,98,5.55,MN,2021-10-30 21:10:07,overcast clouds
385,Kungurtug,50.5994,97.5228,26.83,71,45,2.62,RU,2021-10-30 21:10:08,scattered clouds
386,Mahibadhoo,3.7833,72.9667,82.47,72,74,13.49,MV,2021-10-30 21:10:08,broken clouds
387,Slyudyanka,51.6594,103.7061,34.79,74,84,4.68,RU,2021-10-30 21:10:08,broken clouds
388,Valentin Gomez Farias,28.2167,-106.5833,77.61,12,0,3.89,MX,2021-10-30 21:10:09,clear sky
389,Fuling,29.7022,107.3919,61.23,89,100,0.58,CN,2021-10-30 21:10:09,light rain
390,Klaksvik,62.2266,-6.589,47.32,91,100,12.46,FO,2021-10-30 21:10:10,overcast clouds
391,Gizo,-8.103,156.8419,83.25,74,67,6.85,SB,2021-10-30 21:10:10,broken clouds
392,Ust-Omchug,61.15,149.6333,0.63,97,100,7.4,RU,2021-10-30 21:10:11,overcast clouds
393,Pangody,65.85,74.4859,12.27,93,100,16.11,RU,2021-10-30 21:10:11,overcast clouds
394,Nueva Rosita,27.95,-101.2167,87.21,17,0,10.38,MX,2021-10-30 21:10:11,clear sky
395,Mosquera,4.7059,-74.2302,58.19,88,87,3.89,CO,2021-10-30 21:10:12,overcast clouds
396,Yeppoon,-23.1333,150.7333,74.98,74,23,3.42,AU,2021-10-30 21:10:12,few clouds
397,Haimen,23.1935,116.6142,71.19,80,87,12.84,CN,2021-10-30 21:10:13,light rain
398,Nouakchott,18.0858,-15.9785,78.73,64,100,5.61,MR,2021-10-30 21:10:13,overcast clouds
399,Bollnas,61.3482,16.3946,40.39,98,100,2.59,SE,2021-10-30 21:10:13,overcast clouds
400,Washougal,45.5826,-122.3534,63.09,39,20,17.0,US,2021-10-30 21:10:14,few clouds
401,Kota Bahru,6.1333,102.2386,74.5,91,98,4.38,MY,2021-10-30 21:10:11,overcast clouds
402,Nuuk,64.1835,-51.7216,34.41,86,75,32.21,GL,2021-10-30 21:10:14,broken clouds
403,Boende,-0.2167,20.8667,73.54,85,85,2.46,CD,2021-10-30 21:10:15,overcast clouds
404,Trat,12.5,102.5,82.98,94,100,2.82,TH,2021-10-30 21:00:29,overcast clouds
405,Kaeo,-35.1,173.7833,65.32,92,100,7.25,NZ,2021-10-30 21:10:15,light rain
406,Ahipara,-35.1667,173.1667,62.13,89,100,8.01,NZ,2021-10-30 21:08:06,overcast clouds
407,Qaqortoq,60.7167,-46.0333,30.7,72,77,4.45,GL,2021-10-30 21:10:16,broken clouds
408,Msanga,-6.05,36.0333,72.61,66,94,8.43,TZ,2021-10-30 21:10:16,overcast clouds
409,Ulaangom,49.9811,92.0667,32.58,71,100,2.06,MN,2021-10-30 21:10:17,overcast clouds
410,Aborlan,9.4352,118.5492,79.03,85,96,8.12,PH,2021-10-30 21:10:17,moderate rain
411,Cambridge,43.3601,-80.3127,49.37,96,90,8.05,CA,2021-10-30 21:09:30,mist
412,Doka,13.5167,35.7667,83.46,36,32,2.3,SD,2021-10-30 21:10:18,scattered clouds
413,Omboue,-1.5746,9.2618,76.75,91,100,6.02,GA,2021-10-30 21:10:18,moderate rain
414,Puerto Leguizamo,-0.1934,-74.7819,80.4,89,100,2.06,CO,2021-10-30 21:10:19,overcast clouds
415,Jibuti,11.5,42.5,69.22,68,58,11.74,DJ,2021-10-30 21:10:19,broken clouds
416,Lata,40.1629,-8.3327,67.93,98,100,3.51,PT,2021-10-30 21:07:55,light rain
417,Pombas,17.1503,-25.0201,76.78,82,97,12.82,CV,2021-10-30 21:10:20,overcast clouds
418,Aktash,50.3,87.7333,20.64,73,100,3.71,RU,2021-10-30 21:10:20,overcast clouds
419,Morristown,36.214,-83.2949,57.22,74,90,11.5,US,2021-10-30 21:05:44,overcast clouds
420,Makhinjauri,41.6739,41.694,49.86,93,0,6.91,GE,2021-10-30 21:10:21,clear sky
421,Leh,34.1667,77.5833,24.51,57,3,4.09,IN,2021-10-30 21:08:31,clear sky
422,Teahupoo,-17.8333,-149.2667,76.96,76,48,16.37,PF,2021-10-30 21:10:22,light rain
423,Riyadh,24.6877,46.7219,73.54,38,28,6.58,SA,2021-10-30 21:10:22,scattered clouds
424,Kingaroy,-26.5333,151.8333,66.58,48,17,8.61,AU,2021-10-30 21:10:22,few clouds
425,Guane,22.2025,-84.0875,81.01,50,11,13.35,CU,2021-10-30 21:10:23,few clouds
426,Honiara,-9.4333,159.95,82.56,77,70,6.13,SB,2021-10-30 21:10:23,broken clouds
427,Zhigansk,66.7697,123.3711,-0.08,94,100,18.43,RU,2021-10-30 21:10:24,overcast clouds
428,Burlington,39.8835,-74.6413,65.71,84,40,1.99,US,2021-10-30 21:06:34,scattered clouds
429,Svetlaya,46.5389,138.3297,45.19,80,99,17.65,RU,2021-10-30 21:10:24,overcast clouds
430,Santiago Del Estero,-27.7951,-64.2615,98.89,26,1,11.86,AR,2021-10-30 21:10:25,clear sky
431,Turtas,58.9417,69.1325,22.86,98,98,3.18,RU,2021-10-30 21:10:25,overcast clouds
432,Aykhal,66.0,111.5,16.11,97,100,6.87,RU,2021-10-30 21:10:25,overcast clouds
433,Mackay,-21.15,149.2,80.69,80,4,6.08,AU,2021-10-30 21:06:42,clear sky
434,Byron Bay,-28.65,153.6167,69.06,87,99,23.33,AU,2021-10-30 21:10:26,overcast clouds
435,Vanderhoof,54.0166,-124.0198,39.69,42,15,2.51,CA,2021-10-30 21:10:26,few clouds
436,Tshikapa,-6.4167,20.8,71.76,95,96,3.2,CD,2021-10-30 21:10:27,light rain
437,Tangerang,-6.1781,106.63,78.71,89,20,3.44,ID,2021-10-30 21:10:27,haze
438,Hit,33.6416,42.8251,79.43,39,100,11.56,IQ,2021-10-30 21:10:28,overcast clouds
439,Terre-De-Bas,15.8501,-61.6442,81.91,73,2,14.36,GP,2021-10-30 21:10:28,clear sky
440,Cururupu,-1.8283,-44.8683,77.36,83,28,3.71,BR,2021-10-30 21:10:29,scattered clouds
441,Izhma,65.0083,53.9113,20.35,95,100,3.96,RU,2021-10-30 21:10:29,overcast clouds
442,Lasa,46.6166,10.7002,47.14,83,100,2.55,IT,2021-10-30 21:10:29,overcast clouds
443,Half Moon Bay,37.4636,-122.4286,73.2,82,90,1.99,US,2021-10-30 21:09:14,overcast clouds
444,Iwanai,42.9744,140.5089,44.64,86,100,4.61,JP,2021-10-30 21:10:30,overcast clouds
445,Novyy Urengoy,66.0833,76.6333,8.89,92,98,14.2,RU,2021-10-30 21:10:31,overcast clouds
446,San Policarpo,12.1791,125.5072,81.45,76,100,18.1,PH,2021-10-30 21:10:31,overcast clouds
447,Kabanjahe,3.1001,98.4908,62.89,98,100,0.69,ID,2021-10-30 21:10:32,heavy intensity rain
448,Alegrete,-29.7831,-55.7919,80.28,65,74,12.08,BR,2021-10-30 21:10:32,broken clouds
449,Puerto Escondido,15.85,-97.0667,86.83,58,75,10.36,MX,2021-10-30 21:10:34,broken clouds
450,Taggia,43.8485,7.8545,62.42,69,100,10.78,IT,2021-10-30 21:10:34,overcast clouds
451,Kachug,53.9606,105.8817,27.57,77,94,2.64,RU,2021-10-30 21:10:35,overcast clouds
452,Kruisfontein,-34.0033,24.7314,54.88,92,1,2.59,ZA,2021-10-30 21:10:35,clear sky
453,Green River,41.5286,-109.4662,61.14,30,100,6.87,US,2021-10-30 21:10:36,overcast clouds
454,Mayumba,-3.432,10.6554,77.54,90,97,7.47,GA,2021-10-30 21:10:36,light rain
455,Kovdor,67.5662,30.4758,33.33,99,100,3.36,RU,2021-10-30 21:10:36,snow
456,Batticaloa,7.7102,81.6924,78.12,89,100,9.22,LK,2021-10-30 21:10:37,overcast clouds
457,Semey,50.4111,80.2275,36.37,58,88,9.06,KZ,2021-10-30 21:10:37,overcast clouds
458,Ouadda,8.0777,22.4007,70.16,66,80,0.6,CF,2021-10-30 21:10:38,broken clouds
